seed,round,agent_name,agent_role,agent_action,decision_source,decision_reason,decision_trace,strategy_state,strategy_update_reason,strategy_update_trace,forecast_demand,forecast_error_abs,forecast_error_sq,demand_true,demand_obs,trend_component,season_component,shock_component,noise_component,market_avg_price,market_total_sales,inventory_start,reputation_start,rep_delivery_start,rep_pricing_start,rep_cooperation_start,price,quantity,available_supply,attractiveness,demand_share,allocated_demand,shortage_pre_transfer,surplus_pre_transfer,transfer_in,transfer_out,transfer_cost,transfer_revenue,transfer_attempts,transfer_accepts,coop_probability,coop_accept_rate,segment_demand,segment_allocations,reallocated_in,reallocated_out,realized_sales,shortage_post_transfer,backlog_start,new_contract_demand,delivered_backlog,backlog_end,late_units,sla_queue_penalty,inventory_end,obsolescence_units,revenue,prod_cost,holding_cost,obsolescence_cost,sla_penalty,price_pressure_cost,menu_cost,profit,cum_profit,service_rate,help_ratio,dump_flag,default_flag,rep_delivery_end,rep_pricing_end,rep_cooperation_end,reputation_end
7,0,Hyperscaler,hyperscaler,forecast=184;price=4.60;quantity=70,heuristic,"forecast 184.0 + 0.0; price 4.60 + -0.57; quantity target 262.6; risk gate inventory target capped quantity; final forecast=184, price=4.60, quantity=70","{""source"":""heuristic"",""summary"":""forecast 184.0 + 0.0; price 4.60 + -0.57; quantity target 262.6; risk gate inventory target capped quantity; final forecast=184, price=4.60, quantity=70"",""forecast_base"":184.0,""forecast_adjustment"":0.0,""price_base"":4.6,""price_adjustment"":-0.5675,""quantity_target"":262.58,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":184,""final_price"":4.6,""final_quantity"":70,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,184,3.0,9.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.466666666666666,180.0,30.0,0.65,0.65,0.65,0.65,4.6,70,100.0,-2.3899999999999997,0.5524861878453039,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":46.69765284690024,""enterprise_sla"":20.724133769504373,""spot_workload"":16.659882429554774}",15.918330954040613,0.0,100.0,0.0,0.0,21.04585973329604,0.0,0.0,0.0,0.0,0.0,0.0,459.99999999999994,246.75,0.0,0.0,0.0,0.0,0.0,213.24999999999994,213.24999999999994,1.0,0.0,0,0,0.7375,0.7375,0.65,0.7200000000000001
7,0,PremiumCloud,premium,forecast=184;price=6.80;quantity=0,heuristic,"forecast 184.0 + 0.1; price 5.40 + 1.30; quantity target 114.1; risk gate inventory target capped quantity; final forecast=184, price=6.80, quantity=0","{""source"":""heuristic"",""summary"":""forecast 184.0 + 0.1; price 5.40 + 1.30; quantity target 114.1; risk gate inventory target capped quantity; final forecast=184, price=6.80, quantity=0"",""forecast_base"":184.0,""forecast_adjustment"":0.085,""price_base"":5.4,""price_adjustment"":1.3005,""quantity_target"":114.07999999999998,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":184,""final_price"":6.8,""final_quantity"":0,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,184,3.0,9.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.466666666666666,180.0,35.0,0.85,0.85,0.85,0.85,6.8,0,35.0,-3.4399999999999995,0.1988950276243093,35.999999999999986,0.9999999999999858,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":10.736980487904733,""enterprise_sla"":30.609147547412665,""spot_workload"":1.716871225964132}",0.0,7.062999261281547,35.0,0.9999999999999858,0.0,24.11640227064818,0.0,0.6699000630735513,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,1.4999999999999787,0.0,0.02799999999999999,236.47200000000004,236.47200000000004,0.9722222222222227,0.0,0,0,0.8805555555555556,0.8875,0.85,0.8765277777777779
7,0,SpotBroker,spot,forecast=184;price=5.00;quantity=30,heuristic,"forecast 184.0 + 0.0; price 4.90 + 0.12; quantity target 73.6; risk gate inventory target capped quantity; final forecast=184, price=5.00, quantity=30","{""source"":""heuristic"",""summary"":""forecast 184.0 + 0.0; price 4.90 + 0.12; quantity target 73.6; risk gate inventory target capped quantity; final forecast=184, price=5.00, quantity=30"",""forecast_base"":184.0,""forecast_adjustment"":0.0,""price_base"":4.9,""price_adjustment"":0.12,""quantity_target"":73.6,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":184,""final_price"":5.0,""final_quantity"":30,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,184,3.0,9.0,181,184,180.0,2.9552020666133956,0.0,-1.791162019133203,5.466666666666666,180.0,15.0,0.55,0.55,0.55,0.55,5.0,30,45.0,-2.74,0.24861878453038674,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":81.45,""enterprise_sla"":63.349999999999994,""spot_workload"":36.2}","{""training_burst"":24.015366665195028,""enterprise_sla"":12.016718683082948,""spot_workload"":17.823246344481092}",0.0,8.855331692759066,45.0,0.0,0.0,12.305237996055768,0.0,0.0,0.0,0.0,0.0,0.0,225.0,111.6,0.0,0.0,0.0,0.0,0.0029999999999999892,113.397,113.397,1.0,0.0,0,0,0.6625000000000001,0.6625000000000001,0.55,0.64
7,1,Hyperscaler,hyperscaler,forecast=184;price=4.60;quantity=120,heuristic,"forecast 184.0 + 0.0; price 4.60 + -0.55; quantity target 304.7; risk gate none; final forecast=184, price=4.60, quantity=120","{""source"":""heuristic"",""summary"":""forecast 184.0 + 0.0; price 4.60 + -0.55; quantity target 304.7; risk gate none; final forecast=184, price=4.60, quantity=120"",""forecast_base"":184.0,""forecast_adjustment"":0.0,""price_base"":4.6,""price_adjustment"":-0.5525,""quantity_target"":304.68,""risk_gate_adjustment"":""none"",""final_forecast"":184,""final_price"":4.6,""final_quantity"":120,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,184,13.0,169.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.466666666666666,196.33009993692644,0.0,0.7200000000000001,0.7375,0.7375,0.65,4.6,120,120.0,-2.3059999999999996,0.49238578680203043,97.0,0.0,23.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":50.80680063652748,""enterprise_sla"":23.64459957044533,""spot_workload"":18.04230700237647}",4.506292790650718,0.0,97.0,0.0,0.0,23.71624509160557,0.0,0.0,0.0,0.0,19.55,3.4499999999999997,446.2,468.0,1.955,0.8624999999999999,0.0,0.0,0.0,-24.61750000000001,188.63249999999994,1.0,0.0,1,0,0.8031250000000001,0.5531250000000001,0.65,0.6975000000000001
7,1,PremiumCloud,premium,forecast=184;price=6.80;quantity=40,heuristic,"forecast 184.0 + 0.1; price 5.40 + 1.31; quantity target 124.9; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=184, price=6.80, quantity=40","{""source"":""heuristic"",""summary"":""forecast 184.0 + 0.1; price 5.40 + 1.31; quantity target 124.9; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=184, price=6.80, quantity=40"",""forecast_base"":184.0,""forecast_adjustment"":0.0876527777777778,""price_base"":5.4,""price_adjustment"":1.3145597222222223,""quantity_target"":124.87999999999998,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity"",""final_forecast"":184,""final_price"":6.8,""final_quantity"":40,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,184,13.0,169.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.466666666666666,196.33009993692644,0.0,0.8765277777777779,0.8805555555555556,0.8875,0.85,6.8,40,40.0,-3.4081666666666663,0.20304568527918782,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":11.059854971113415,""enterprise_sla"":30.798350389993136,""spot_workload"":1.8078082906340225}",0.0,3.6660136517405704,39.33009993692645,0.6699000630735483,0.6699000630735513,24.295138704137894,0.6699000630735513,0.4068828737570645,0.0,0.0,0.0,0.0,272.0,144.0,0.0,0.0,1.0048500946103225,0.0,0.0,126.99514990538968,363.4671499053897,0.9832524984231613,0.0,0,0,0.9062297912724571,0.9156249999999999,0.85,0.8978023956362285
7,1,SpotBroker,spot,forecast=184;price=5.00;quantity=60,heuristic,"forecast 184.0 + 0.0; price 4.90 + 0.12; quantity target 78.6; risk gate inventory target capped quantity; final forecast=184, price=5.00, quantity=60","{""source"":""heuristic"",""summary"":""forecast 184.0 + 0.0; price 4.90 + 0.12; quantity target 78.6; risk gate inventory target capped quantity; final forecast=184, price=5.00, quantity=60"",""forecast_base"":184.0,""forecast_adjustment"":0.0,""price_base"":4.9,""price_adjustment"":0.12,""quantity_target"":78.6,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":184,""final_price"":5.0,""final_quantity"":60,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,184,13.0,169.0,197,195,180.6,18.94984674310608,0.0,-2.3886960620916744,5.466666666666666,196.33009993692644,0.0,0.64,0.6625000000000001,0.6625000000000001,0.55,5.0,60,60.0,-2.632,0.30456852791878175,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":88.65,""enterprise_sla"":68.94999999999999,""spot_workload"":39.400000000000006}","{""training_burst"":26.783344392359112,""enterprise_sla"":14.507050039561523,""spot_workload"":19.54988470698951}",0.0,0.840279138910148,60.0,0.0,0.0,14.53611620425653,0.0,0.0,0.0,0.0,0.0,0.0,300.0,230.4,0.0,0.0,0.0,0.0,0.0,69.6,182.997,1.0,0.0,0,0,0.7468750000000001,0.7468750000000001,0.55,0.7075
7,2,Hyperscaler,hyperscaler,forecast=198;price=4.60;quantity=110,heuristic,"forecast 191.3 + 5.3; price 4.60 + -0.89; quantity target 290.3; risk gate inventory target capped quantity; final forecast=198, price=4.60, quantity=110","{""source"":""heuristic"",""summary"":""forecast 191.3 + 5.3; price 4.60 + -0.89; quantity target 290.3; risk gate inventory target capped quantity; final forecast=198, price=4.60, quantity=110"",""forecast_base"":191.33333333333334,""forecast_adjustment"":5.28,""price_base"":4.6,""price_adjustment"":-0.8922749999999999,""quantity_target"":290.26649999999995,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":198,""final_price"":4.6,""final_quantity"":110,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,198,0.0,0.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.666666666666667,197.59311712624293,19.55000000000001,0.6975000000000001,0.8031250000000001,0.5531250000000001,0.65,4.6,110,129.55,-2.3329999999999997,0.5515364752690373,109.20422210326937,0.0,20.345777896730638,0.0,2.907356283390776,0.0,14.042530848777448,1,1,0.5796185837094132,1.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":55.21148361535913,""enterprise_sla"":24.240504894630984,""spot_workload"":22.06103442379805}",7.6911991694812105,0.0,109.20422210326937,0.0,0.0,24.804578753699055,0.0,0.0,0.0,0.0,14.822658371338877,2.615763242000978,502.3394216750391,420.75,1.4822658371338877,0.6539408105002446,0.0,0.0,0.0,93.49574587618235,282.1282458761823,1.0,0.14289727815508882,1,0,0.8523437500000001,0.41484375000000007,0.7375,0.6981250000000001
7,2,PremiumCloud,premium,forecast=193;price=7.00;quantity=30,heuristic,"forecast 191.3 + 0.7; price 5.40 + 1.71; quantity target 130.5; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=193, price=7.00, quantity=30","{""source"":""heuristic"",""summary"":""forecast 191.3 + 0.7; price 5.40 + 1.71; quantity target 130.5; risk gate sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity; final forecast=193, price=7.00, quantity=30"",""forecast_base"":191.33333333333334,""forecast_adjustment"":0.6947802395636229,""price_base"":5.4,""price_adjustment"":1.7108352696872011,""quantity_target"":130.46,""risk_gate_adjustment"":""sla_guard reduced quantity under SLA/reputation pressure; inventory target capped quantity"",""final_forecast"":193,""final_price"":7.0,""final_quantity"":30,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,193,5.0,25.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.666666666666667,197.59311712624293,0.0,0.8978023956362285,0.9062297912724571,0.9156249999999999,0.85,7.0,30,30.0,-3.522637125236525,0.16619876910803422,32.907356283390776,2.907356283390776,0.0,2.907356283390776,0.0,14.042530848777448,0.0,0,0,0.0,0.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":10.564502511599134,""enterprise_sla"":30.020447536618796,""spot_workload"":1.780536459841722}",0.0,9.458130224668881,32.50047340963371,0.40688287375706267,0.4068828737570645,23.660812726616093,0.4068828737570645,0.29255402332311736,0.0,0.0,0.0,0.0,230.35149398373542,106.5,0.0,0.0,0.610324310635594,0.0,0.0040000000000000036,109.19463882432237,472.66178872971204,0.9876355040419207,0.0,0,0,0.926581219464823,0.9367187499999999,0.85,0.9143062347324115
7,2,SpotBroker,spot,forecast=200;price=5.40;quantity=60,heuristic,"forecast 191.3 + 7.5; price 4.90 + 0.40; quantity target 92.7; risk gate inventory_guard lifted price under volatility; inventory target capped quantity; final forecast=200, price=5.40, quantity=60","{""source"":""heuristic"",""summary"":""forecast 191.3 + 7.5; price 4.90 + 0.40; quantity target 92.7; risk gate inventory_guard lifted price under volatility; inventory target capped quantity; final forecast=200, price=5.40, quantity=60"",""forecast_base"":191.33333333333334,""forecast_adjustment"":7.48,""price_base"":4.9,""price_adjustment"":0.395,""quantity_target"":92.69999999999999,""risk_gate_adjustment"":""inventory_guard lifted price under volatility; inventory target capped quantity"",""final_forecast"":200,""final_price"":5.4,""final_quantity"":60,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,200,2.0,4.0,198,197,181.2,24.134117409591216,0.0,-7.585040560200625,5.666666666666667,197.59311712624293,0.0,0.7075,0.7468750000000001,0.7468750000000001,0.55,5.4,60,60.0,-2.831,0.2822647556229286,55.88842161333986,0.0,4.111578386660142,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":89.10000000000001,""enterprise_sla"":69.3,""spot_workload"":39.6}","{""training_burst"":23.324013873041746,""enterprise_sla"":15.039047568750219,""spot_workload"":15.758429116360228}",1.7669310551876707,0.0,55.88842161333986,0.0,0.0,14.39960851968485,0.0,0.0,0.0,0.0,3.618188980260925,0.493389406399217,301.79747671203523,230.4,0.43418267763131096,0.10854566940782774,0.0,0.0,0.01200000000000001,70.84274836499608,253.8397483649961,1.0,0.0,0,0,0.81015625,0.81015625,0.55,0.758125
7,3,Hyperscaler,hyperscaler,forecast=198;price=4.60;quantity=110,heuristic,"forecast 194.2 + 3.3; price 4.60 + -0.90; quantity target 297.7; risk gate inventory target capped quantity; final forecast=198, price=4.60, quantity=110","{""source"":""heuristic"",""summary"":""forecast 194.2 + 3.3; price 4.60 + -0.90; quantity target 297.7; risk gate inventory target capped quantity; final forecast=198, price=4.60, quantity=110"",""forecast_base"":194.16666666666666,""forecast_adjustment"":3.2679285639896447,""price_base"":4.6,""price_adjustment"":-0.9028398931753143,""quantity_target"":297.6884263569979,""risk_gate_adjustment"":""inventory target capped quantity"",""final_forecast"":198,""final_price"":4.6,""final_quantity"":110,""fallback_used"":false,""llm_status"":"""",""llm_error"":"""",""llm_prompt_excerpt"":""""}",,,,198,4.0,16.0,202,204,181.8,15.816042990667249,0.0,4.370153414813965,5.733333333333333,201.70744597667687,14.822658371338875,0.6981250000000001,0.8523437500000001,0.41484375000000007,0.7375,4.6,110,124.82265837133887,-2.3322499999999997,0.5714708466426551,115.43711102181634,0.0,9.38554734952254,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"{""training_burst"":90.9,""enterprise_sla"":70.69999999999999,""spot_workload"":40.400000000000006}","{""training_burst"":57.818716198550455,""enterprise_sla"":24.726021367910544,""spot_workload"":24.298983342380343}",8.593390112975,0.0,115.43711102181634,0.0,0.0,25.54133681290697,0.0,0.0,0.0,0.0,7.977715247094158,1.4078321024283809,531.010710700355,420.75,0.7977715247094159,0.3519580256070952,0.0,0.0,0.0,109.11098115003854,391.2392270262208,1.0,0.0,1,0,0.8892578125,0.3111328125,0.7375,0.6854687500000001
